  cell  ,E,W,N,S
"(107, 30)",0,1,0,1
"(108, 30)",0,0,1,1
"(109, 30)",1,0,1,1
"(110, 30)",1,0,1,0
"(111, 30)",0,1,0,1
"(112, 30)",1,0,1,0
"(113, 30)",0,1,0,1
"(114, 30)",1,1,1,0
"(115, 30)",1,1,0,0
"(116, 30)",0,1,0,0
"(117, 30)",1,1,0,1
"(118, 30)",0,1,1,0
"(119, 30)",0,1,0,0
"(120, 30)",1,0,0,1
"(121, 30)",0,0,1,1
"(122, 30)",1,0,1,0
"(123, 30)",1,1,0,0
"(124, 30)",1,1,0,0
"(125, 30)",0,1,0,1
"(126, 30)",1,0,1,0
"(127, 30)",1,1,0,0
"(128, 30)",1,0,0,1
"(129, 30)",1,0,1,0
"(130, 30)",1,1,0,0
"(131, 30)",1,0,0,1
"(132, 30)",1,0,1,0
"(133, 30)",0,1,0,1
"(134, 30)",0,0,1,1
"(135, 30)",1,0,1,0
"(136, 30)",1,1,0,1
"(137, 30)",1,0,1,0
"(138, 30)",1,1,0,0
"(139, 30)",1,1,0,1
"(140, 30)",0,0,1,1
"(141, 30)",0,0,1,1
"(142, 30)",1,0,1,1
"(143, 30)",0,0,1,1
"(144, 30)",1,0,1,0
"(145, 30)",0,1,0,1
"(146, 30)",0,1,1,0
"(147, 30)",1,0,0,1
"(148, 30)",1,1,1,0
"(149, 30)",1,0,0,0
"(150, 30)",1,1,0,1
"(151, 30)",0,0,1,1
"(152, 30)",0,1,1,0
"(153, 30)",0,1,0,1
"(154, 30)",0,0,1,1
"(155, 30)",1,0,1,0
"(156, 30)",0,1,0,0
"(157, 30)",1,0,0,1
"(158, 30)",0,1,1,0
"(159, 30)",1,0,0,1
"(160, 30)",1,0,1,0
"(161, 30)",0,1,0,1
"(162, 30)",1,0,1,0
"(163, 30)",1,1,0,0
"(164, 30)",0,1,0,1
"(165, 30)",0,1,1,1
"(166, 30)",0,0,1,1
"(167, 30)",0,1,1,0
"(168, 30)",0,1,0,0
"(169, 30)",1,1,0,0
"(170, 30)",1,1,0,0
"(171, 30)",1,0,0,1
"(172, 30)",1,0,1,0
"(173, 30)",1,1,0,0
"(174, 30)",1,0,0,1
"(175, 30)",0,0,1,0
"(176, 30)",1,0,0,1
"(177, 30)",0,1,1,0
"(178, 30)",0,1,0,1
"(179, 30)",0,1,1,1
"(180, 30)",0,1,1,0
"(181, 30)",1,1,0,0
"(182, 30)",1,0,0,0
"(183, 30)",1,1,0,0
"(184, 30)",0,1,0,1
"(185, 30)",0,1,1,0
"(186, 30)",1,1,0,0
"(187, 30)",1,1,0,0
"(188, 30)",1,1,0,0
"(189, 30)",0,0,0,1
"(190, 30)",1,1,1,0
"(191, 30)",0,1,0,1
"(192, 30)",1,0,1,0
"(193, 30)",0,1,0,1
"(194, 30)",0,0,1,1
"(195, 30)",0,1,1,0
"(196, 30)",1,1,0,0
"(197, 30)",0,1,0,1
"(198, 30)",1,1,1,0
"(199, 30)",1,0,0,1
"(200, 30)",0,1,1,0
"(201, 30)",0,0,0,1
"(202, 30)",1,1,1,0
"(203, 30)",1,1,0,0
"(204, 30)",1,0,0,0
"(205, 30)",1,1,0,0
"(206, 30)",0,0,0,1
"(207, 30)",1,0,1,1
"(208, 30)",1,1,1,0
"(209, 30)",1,1,0,0
"(210, 30)",1,1,0,0
"(211, 30)",1,0,0,1
"(212, 30)",0,1,1,0
"(213, 30)",1,0,0,1
"(214, 30)",0,1,1,0
"(215, 30)",1,0,0,0
"(216, 30)",1,1,0,0
"(217, 30)",1,1,0,0
"(218, 30)",0,1,0,1
"(219, 30)",0,0,1,1
"(220, 30)",1,0,1,0
"(221, 30)",0,1,0,1
"(222, 30)",0,1,1,0
"(223, 30)",1,1,0,1
"(224, 30)",0,1,1,0
"(225, 30)",0,1,0,1
"(226, 30)",0,0,1,1
"(227, 30)",0,1,1,1
"(228, 30)",1,1,1,0
"(229, 30)",0,1,0,1
"(230, 30)",0,0,1,1
"(231, 30)",1,0,1,0
"(232, 30)",1,0,0,1
"(233, 30)",0,0,1,0
"(234, 30)",1,1,0,0
"(235, 30)",1,0,0,0
"(236, 30)",1,1,0,0
"(237, 30)",0,1,0,1
"(238, 30)",0,1,1,1
"(239, 30)",0,0,1,1
"(240, 30)",1,0,1,0
"(241, 30)",1,0,0,1
"(242, 30)",0,0,1,1
"(243, 30)",0,1,1,0
"(244, 30)",1,1,0,0
"(245, 30)",1,1,0,0
"(246, 30)",1,0,0,1
"(247, 30)",1,1,1,0
"(248, 30)",1,0,0,1
"(249, 30)",0,1,1,0
"(250, 30)",0,1,0,1
"(251, 30)",1,0,1,0
"(252, 30)",1,1,0,0
"(253, 30)",0,1,0,1
"(254, 30)",0,1,1,0
"(255, 30)",1,1,0,0
"(256, 30)",1,0,0,1
"(257, 30)",1,0,1,0
"(258, 30)",0,1,0,1
"(259, 30)",0,0,1,1
"(260, 30)",0,0,1,1
"(261, 30)",1,0,1,1
"(262, 30)",0,1,1,0
"(263, 30)",0,1,0,1
"(264, 30)",0,1,1,1
"(265, 30)",1,0,1,0
"(266, 30)",0,1,0,1
"(267, 30)",0,0,1,1
"(268, 30)",0,0,1,1
"(269, 30)",0,0,1,1
"(270, 30)",1,0,1,0
"(271, 30)",1,0,0,1
"(272, 30)",1,0,1,0
"(273, 30)",1,1,0,0
"(274, 30)",0,1,0,1
"(275, 30)",0,0,1,1
"(276, 30)",0,0,1,1
"(277, 30)",0,1,1,0
"(278, 30)",1,1,0,0
"(279, 30)",1,1,0,0
"(280, 30)",1,0,0,1
"(281, 30)",1,0,1,1
"(282, 30)",1,0,1,0
"(283, 30)",0,1,0,1
"(284, 30)",0,1,1,0
"(285, 30)",0,1,0,1
"(286, 30)",0,0,1,1
"(287, 30)",0,0,1,1
"(288, 30)",0,0,1,1
"(289, 30)",1,0,1,0
"(290, 30)",0,1,0,0
"(291, 30)",1,1,0,0
"(292, 30)",0,1,0,0
"(293, 30)",1,0,0,1
"(294, 30)",0,1,1,0
"(295, 30)",1,1,0,0
"(296, 30)",0,1,0,0
"(297, 30)",1,0,0,1
"(298, 30)",0,1,1,0
"(299, 30)",0,1,0,1
"(300, 30)",1,0,1,0
"(301, 30)",0,0,0,1
"(302, 30)",0,0,1,1
"(303, 30)",1,1,1,0
"(304, 30)",0,1,0,1
"(305, 30)",0,0,1,1
"(306, 30)",0,1,1,0
"(307, 30)",1,1,0,1
"(308, 30)",0,1,1,0
"(309, 30)",0,1,0,1
"(310, 30)",1,0,1,0
"(311, 30)",0,1,0,1
"(312, 30)",0,0,1,1
"(313, 30)",1,0,1,0
"(314, 30)",0,1,0,0
"(315, 30)",1,0,0,1
"(316, 30)",0,1,1,0
"(317, 30)",1,1,0,0
"(318, 30)",1,1,0,0
"(319, 30)",1,0,0,1
"(320, 30)",1,0,1,0
"(321, 30)",1,0,0,1
"(322, 30)",1,0,1,0
"(323, 30)",0,1,0,0
"(324, 30)",1,1,0,1
"(325, 30)",0,0,1,1
"(326, 30)",1,0,1,1
"(327, 30)",0,0,1,0
"(328, 30)",1,1,0,0
"(329, 30)",1,1,0,0
"(330, 30)",1,0,0,1
"(331, 30)",1,0,1,0
"(332, 30)",0,1,0,0
"(333, 30)",1,1,0,1
"(334, 30)",1,0,1,0
"(335, 30)",1,1,0,0
"(336, 30)",1,1,0,0
"(337, 30)",1,1,0,0
"(338, 30)",1,0,0,1
"(339, 30)",1,0,1,1
"(340, 30)",1,0,1,0
"(341, 30)",1,0,0,1
"(342, 30)",0,0,1,1
"(343, 30)",1,0,1,1
"(344, 30)",0,0,1,0
"(345, 30)",1,1,0,0
"(346, 30)",0,1,0,0
"(347, 30)",1,0,0,1
"(348, 30)",1,0,1,0
"(349, 30)",1,1,0,0
"(350, 30)",1,1,0,0
"(351, 30)",1,1,0,0
"(352, 30)",0,1,0,1
"(353, 30)",0,1,1,1
"(354, 30)",0,0,1,0
"(355, 30)",1,1,0,0
"(356, 30)",1,0,0,1
"(357, 30)",0,1,1,0
"(358, 30)",1,1,0,0
"(359, 30)",0,1,0,0
"(360, 30)",0,1,0,1
"(361, 30)",1,0,1,0
"(362, 30)",1,1,0,0
"(363, 30)",0,1,0,1
"(364, 30)",0,0,1,1
"(365, 30)",1,1,1,0
"(366, 30)",1,1,0,0
"(367, 30)",1,0,0,1
"(368, 30)",0,0,1,1
"(369, 30)",1,0,1,0
"(370, 30)",1,1,0,0
"(371, 30)",0,1,0,1
"(372, 30)",0,0,1,1
"(373, 30)",1,1,1,0
"(374, 30)",0,1,0,0
"(375, 30)",1,1,0,0
"(376, 30)",0,0,0,1
"(377, 30)",1,0,1,1
"(378, 30)",1,1,1,0
"(379, 30)",0,1,0,1
"(380, 30)",0,1,1,0
"(381, 30)",1,1,0,0
"(382, 30)",1,0,0,1
"(383, 30)",0,0,1,1
"(384, 30)",1,0,1,0
"(385, 30)",1,1,0,1
"(386, 30)",0,0,1,1
"(387, 30)",0,1,1,0
"(388, 30)",0,1,0,1
"(389, 30)",1,0,1,1
"(390, 30)",0,1,1,0
"(391, 30)",1,1,0,0
"(392, 30)",0,1,0,1
"(393, 30)",0,0,1,1
"(394, 30)",0,1,1,0
"(395, 30)",1,0,0,1
"(396, 30)",1,0,1,0
"(397, 30)",1,0,0,1
"(398, 30)",0,1,1,0
"(399, 30)",1,1,0,0
"(400, 30)",1,1,0,0
"(1, 31)",1,1,0,1
"(2, 31)",1,0,1,0
"(3, 31)",1,1,0,0
"(4, 31)",1,0,0,1
"(5, 31)",0,0,1,1
"(6, 31)",1,0,1,0
"(7, 31)",0,1,0,1
"(8, 31)",1,0,1,0
"(9, 31)",1,1,0,0
"(10, 31)",1,0,0,1
"(11, 31)",1,0,1,0
"(12, 31)",1,1,0,0
"(13, 31)",1,1,0,0
"(14, 31)",1,0,0,1
"(15, 31)",0,0,1,1
"(16, 31)",0,1,1,0
"(17, 31)",0,1,0,1
"(18, 31)",1,0,1,0
"(19, 31)",0,1,0,1
"(20, 31)",1,0,1,0
"(21, 31)",1,0,0,1
"(22, 31)",0,0,1,1
"(23, 31)",0,1,1,0
"(24, 31)",1,0,0,1
"(25, 31)",0,0,1,0
"(26, 31)",0,1,0,1
"(27, 31)",0,1,1,0
"(28, 31)",1,0,0,1
"(29, 31)",1,0,1,0
"(30, 31)",1,1,0,0
"(31, 31)",1,1,0,0
"(32, 31)",1,0,0,1
"(33, 31)",0,0,1,1
"(34, 31)",0,1,1,0
"(35, 31)",0,1,0,1
"(36, 31)",0,1,1,0
"(37, 31)",1,1,0,0
"(38, 31)",1,1,0,0
"(39, 31)",1,1,0,0
"(40, 31)",1,0,0,0
"(41, 31)",1,1,0,0
"(42, 31)",1,0,0,1
"(43, 31)",0,0,1,0
"(44, 31)",1,1,0,0
"(45, 31)",0,0,0,1
"(46, 31)",0,0,1,1
"(47, 31)",1,0,1,1
"(48, 31)",0,0,1,1
"(49, 31)",0,0,1,1
"(50, 31)",1,1,1,0
"(51, 31)",0,0,0,1
"(52, 31)",0,1,1,1
"(53, 31)",0,0,1,0
"(54, 31)",0,1,0,1
"(55, 31)",1,1,1,0
"(56, 31)",0,0,0,1
"(57, 31)",1,1,1,0
"(58, 31)",0,1,0,1
"(59, 31)",0,1,1,0
"(60, 31)",1,0,0,1
"(61, 31)",1,0,1,0
"(62, 31)",0,1,0,0
"(63, 31)",1,0,0,1
"(64, 31)",0,0,1,1
"(65, 31)",0,1,1,0
"(66, 31)",0,1,0,0
"(67, 31)",1,1,0,0
"(68, 31)",1,1,0,0
"(69, 31)",1,0,0,0
"(70, 31)",1,0,0,1
"(71, 31)",0,1,1,0
"(72, 31)",0,0,0,1
"(73, 31)",0,0,1,1
"(74, 31)",0,1,1,0
"(75, 31)",1,1,0,0
"(76, 31)",0,1,0,0
"(77, 31)",1,1,0,1
"(78, 31)",0,0,1,1
"(79, 31)",0,1,1,1
"(80, 31)",0,1,1,0
"(81, 31)",0,1,0,1
"(82, 31)",1,0,1,0
"(83, 31)",1,0,0,1
"(84, 31)",0,1,1,0
"(85, 31)",1,1,0,0
"(86, 31)",1,0,0,1
"(87, 31)",0,0,1,1
"(88, 31)",0,1,1,0
"(89, 31)",1,0,0,1
"(90, 31)",0,0,1,1
"(91, 31)",1,0,1,0
"(92, 31)",1,1,0,0
"(93, 31)",1,0,0,1
"(94, 31)",0,0,1,1
"(95, 31)",0,0,1,1
"(96, 31)",0,0,1,1
"(97, 31)",1,0,1,0
"(98, 31)",0,1,0,1
"(99, 31)",0,0,1,0
"(100, 31)",1,1,0,1
"(101, 31)",1,0,1,0
"(102, 31)",1,1,0,0
"(103, 31)",1,1,0,1
"(104, 31)",0,1,1,0
"(105, 31)",1,0,0,0
"(106, 31)",1,0,0,1
"(107, 31)",0,0,1,1
"(108, 31)",0,0,1,1
"(109, 31)",0,1,1,0
"(110, 31)",1,1,0,1
"(111, 31)",0,0,1,0
"(112, 31)",0,1,0,1
"(113, 31)",1,0,1,0
"(114, 31)",0,1,0,0
"(115, 31)",1,1,0,1
"(116, 31)",1,0,1,0
"(117, 31)",1,1,0,0
"(118, 31)",1,0,0,1
"(119, 31)",0,0,1,1
"(120, 31)",0,1,1,0
"(121, 31)",1,0,0,0
"(122, 31)",0,1,0,1
"(123, 31)",0,1,1,0
"(124, 31)",1,1,0,1
"(125, 31)",1,0,1,0
"(126, 31)",1,1,0,0
"(127, 31)",0,1,0,1
"(128, 31)",0,1,1,0
"(129, 31)",0,1,0,0
"(130, 31)",1,1,0,0
"(131, 31)",1,1,0,0
"(132, 31)",1,1,0,1
"(133, 31)",0,0,1,1
"(134, 31)",0,0,1,0
"(135, 31)",0,1,0,1
"(136, 31)",0,1,1,0
"(137, 31)",1,1,0,0
"(138, 31)",1,1,0,0
"(139, 31)",1,1,0,0
"(140, 31)",0,0,0,1
"(141, 31)",1,0,1,0
"(142, 31)",0,1,0,1
"(143, 31)",1,0,1,0
"(144, 31)",0,1,0,1
"(145, 31)",0,0,1,1
"(146, 31)",1,0,1,0
"(147, 31)",0,1,0,0
"(148, 31)",1,1,0,0
"(149, 31)",1,1,0,1
"(150, 31)",0,1,1,0
"(151, 31)",1,0,0,1
"(152, 31)",0,0,1,1
"(153, 31)",0,0,1,1
"(154, 31)",0,0,1,1
"(155, 31)",0,1,1,0
"(156, 31)",1,0,0,1
"(157, 31)",0,1,1,0
"(158, 31)",0,0,0,1
"(159, 31)",1,1,1,0
"(160, 31)",0,1,0,0
"(161, 31)",1,0,0,1
"(162, 31)",0,1,1,0
"(163, 31)",1,1,0,0
"(164, 31)",1,0,0,1
"(165, 31)",1,0,1,0
"(166, 31)",1,0,0,1
"(167, 31)",0,0,1,1
"(168, 31)",0,0,1,1
"(169, 31)",0,1,1,0
"(170, 31)",0,1,0,1
"(171, 31)",0,1,1,0
"(172, 31)",1,1,0,0
"(173, 31)",0,1,0,1
"(174, 31)",1,1,1,0
"(175, 31)",1,0,0,1
"(176, 31)",0,1,1,0
"(177, 31)",1,0,0,1
"(178, 31)",0,0,1,1
"(179, 31)",0,0,1,1
"(180, 31)",0,0,1,1
"(181, 31)",0,1,1,0
"(182, 31)",1,1,0,0
"(183, 31)",0,1,0,1
"(184, 31)",0,0,1,1
"(185, 31)",0,0,1,1
"(186, 31)",0,1,1,0
"(187, 31)",1,1,0,0
"(188, 31)",1,1,0,0
"(189, 31)",1,0,0,1
"(190, 31)",1,1,1,0
"(191, 31)",1,0,0,0
"(192, 31)",0,1,0,1
"(193, 31)",1,0,1,0
"(194, 31)",1,0,0,1
"(195, 31)",0,0,1,0
"(196, 31)",0,1,0,1
"(197, 31)",1,0,1,0
"(198, 31)",1,1,0,0
"(199, 31)",0,1,0,1
"(200, 31)",0,0,1,1
"(201, 31)",1,0,1,0
"(202, 31)",0,1,0,1
"(203, 31)",0,1,1,0
"(204, 31)",1,1,0,0
"(205, 31)",1,1,0,0
"(206, 31)",1,0,0,1
"(207, 31)",0,1,1,0
"(208, 31)",1,1,0,0
"(209, 31)",1,1,0,0
"(210, 31)",0,1,0,0
"(211, 31)",1,1,0,0
"(212, 31)",1,0,0,0
"(213, 31)",1,1,0,0
"(214, 31)",0,0,0,1
"(215, 31)",0,1,1,1
"(216, 31)",1,1,1,0
"(217, 31)",1,1,0,1
"(218, 31)",0,0,1,1
"(219, 31)",1,0,1,0
"(220, 31)",0,1,0,1
"(221, 31)",1,0,1,1
"(222, 31)",0,0,1,0
"(223, 31)",1,1,0,1
"(224, 31)",0,0,1,0
"(225, 31)",1,0,0,1
"(226, 31)",0,0,1,1
"(227, 31)",1,0,1,0
"(228, 31)",0,1,0,1
"(229, 31)",1,0,1,0
"(230, 31)",1,0,0,1
"(231, 31)",0,1,1,0
"(232, 31)",1,1,0,1
"(233, 31)",0,0,1,1
"(234, 31)",0,1,1,1
"(235, 31)",0,1,1,0
"(236, 31)",0,1,0,1
"(237, 31)",0,0,1,1
"(238, 31)",0,0,1,1
"(239, 31)",0,0,1,1
"(240, 31)",0,1,1,0
"(241, 31)",0,1,0,1
"(242, 31)",1,0,1,1
"(243, 31)",1,0,1,0
"(244, 31)",0,1,0,1
"(245, 31)",0,1,1,0
"(246, 31)",1,1,0,0
"(247, 31)",1,1,0,0
"(248, 31)",1,1,0,1
"(249, 31)",0,0,1,1
"(250, 31)",1,0,1,0
"(251, 31)",0,1,0,1
"(252, 31)",0,1,1,0
"(253, 31)",1,0,0,0
"(254, 31)",1,0,0,1
"(255, 31)",0,1,1,0
"(256, 31)",1,1,0,0
"(257, 31)",0,1,0,1
"(258, 31)",1,0,1,0
"(259, 31)",0,0,0,1
"(260, 31)",1,0,1,0
"(261, 31)",0,1,0,1
"(262, 31)",0,0,1,1
"(263, 31)",1,0,1,0
"(264, 31)",0,0,0,1
"(265, 31)",0,1,1,1
"(266, 31)",1,0,1,0
"(267, 31)",0,0,0,1
"(268, 31)",1,0,1,1
"(269, 31)",0,0,1,0
"(270, 31)",0,1,0,1
"(271, 31)",0,1,1,0
"(272, 31)",0,1,0,1
"(273, 31)",0,1,1,0
"(274, 31)",1,0,0,1
"(275, 31)",0,0,1,0
"(276, 31)",1,0,0,1
"(277, 31)",1,0,1,0
"(278, 31)",1,1,0,0
"(279, 31)",1,1,0,1
"(280, 31)",0,1,1,0
"(281, 31)",1,1,0,0
"(282, 31)",0,1,0,1
"(283, 31)",0,0,1,1
"(284, 31)",0,0,1,1
"(285, 31)",0,0,1,1
"(286, 31)",1,0,1,0
"(287, 31)",0,0,0,1
"(288, 31)",1,0,1,0
"(289, 31)",0,1,0,1
"(290, 31)",1,0,1,0
"(291, 31)",0,1,0,1
"(292, 31)",1,0,1,0
"(293, 31)",1,1,0,0
"(294, 31)",1,0,0,0
"(295, 31)",1,1,0,1
"(296, 31)",0,0,1,1
"(297, 31)",0,1,1,0
"(298, 31)",1,0,0,1
"(299, 31)",0,0,1,0
"(300, 31)",0,1,0,1
"(301, 31)",0,0,1,1
"(302, 31)",1,0,1,0
"(303, 31)",0,1,0,1
"(304, 31)",0,0,1,1
"(305, 31)",1,0,1,1
"(306, 31)",0,0,1,1
"(307, 31)",0,1,1,0
"(308, 31)",1,0,0,1
"(309, 31)",0,0,1,1
"(310, 31)",0,1,1,0
"(311, 31)",1,0,0,1
"(312, 31)",1,0,1,0
"(313, 31)",0,1,0,1
"(314, 31)",0,0,1,1
"(315, 31)",0,1,1,0
"(316, 31)",1,0,0,1
"(317, 31)",0,1,1,0
"(318, 31)",0,1,0,1
"(319, 31)",0,1,1,0
"(320, 31)",0,1,0,0
"(321, 31)",1,1,0,0
"(322, 31)",0,1,0,1
"(323, 31)",1,0,1,0
"(324, 31)",1,1,0,0
"(325, 31)",1,0,0,0
"(326, 31)",0,1,0,1
"(327, 31)",0,0,1,1
"(328, 31)",0,1,1,0
"(329, 31)",0,1,0,1
"(330, 31)",0,1,1,0
"(331, 31)",0,1,0,1
"(332, 31)",1,0,1,0
"(333, 31)",1,1,0,0
"(334, 31)",1,1,0,0
"(335, 31)",1,1,0,0
"(336, 31)",1,1,0,0
"(337, 31)",1,1,0,0
"(338, 31)",0,1,0,0
"(339, 31)",1,1,0,0
"(340, 31)",1,1,0,0
"(341, 31)",0,1,0,1
"(342, 31)",1,0,1,0
"(343, 31)",1,1,0,0
"(344, 31)",1,0,0,1
"(345, 31)",0,1,1,0
"(346, 31)",1,0,0,1
"(347, 31)",0,1,1,0
"(348, 31)",1,1,0,0
"(349, 31)",0,1,0,0
"(350, 31)",0,1,0,1
"(351, 31)",0,1,1,1
"(352, 31)",0,0,1,1
"(353, 31)",0,0,1,1
"(354, 31)",1,0,1,0
"(355, 31)",1,1,0,0
"(356, 31)",0,1,0,1
"(357, 31)",0,0,1,0
"(358, 31)",1,1,0,1
"(359, 31)",0,0,1,1
"(360, 31)",1,0,1,0
"(361, 31)",0,1,0,1
"(362, 31)",0,1,1,0
"(363, 31)",1,0,0,0
"(364, 31)",1,0,0,1
"(365, 31)",0,1,1,0
"(366, 31)",1,1,0,0
"(367, 31)",1,1,0,0
"(368, 31)",1,0,0,1
"(369, 31)",0,1,1,0
"(370, 31)",0,1,0,1
"(371, 31)",0,0,1,1
"(372, 31)",0,0,1,1
"(373, 31)",0,1,1,0
"(374, 31)",1,0,0,1
"(375, 31)",0,1,1,0
"(376, 31)",1,0,0,1
"(377, 31)",0,1,1,0
"(378, 31)",0,1,0,0
"(379, 31)",1,0,0,1
"(380, 31)",0,0,1,1
"(381, 31)",0,1,1,0
"(382, 31)",0,1,0,1
"(383, 31)",1,0,1,0
"(384, 31)",1,1,0,0
"(385, 31)",0,1,0,1
"(386, 31)",0,0,1,0
"(387, 31)",1,0,0,1
"(388, 31)",1,0,1,0
"(389, 31)",0,1,0,1
"(390, 31)",1,0,1,0
"(391, 31)",0,1,0,1
"(392, 31)",1,0,1,0
"(393, 31)",1,0,0,1
"(394, 31)",0,0,1,1
"(395, 31)",0,1,1,0
"(396, 31)",1,1,0,0
"(397, 31)",1,1,0,0
"(398, 31)",1,0,0,1
"(399, 31)",0,1,1,1
"(400, 31)",0,1,1,0
"(1, 32)",1,1,0,0
"(2, 32)",1,1,0,0
"(3, 32)",0,1,0,1
"(4, 32)",0,1,1,0
"(5, 32)",1,0,0,0
"(6, 32)",0,1,0,1
"(7, 32)",1,0,1,0
"(8, 32)",1,1,0,0
"(9, 32)",1,1,0,0
"(10, 32)",0,1,0,0
"(11, 32)",0,1,0,1
"(12, 32)",0,1,1,0
"(13, 32)",1,1,0,0
"(14, 32)",0,1,0,0
"(15, 32)",1,0,0,1
"(16, 32)",1,0,1,1
"(17, 32)",0,0,1,0
"(18, 32)",1,1,0,0
"(19, 32)",1,0,0,0
"(20, 32)",1,1,0,0
"(21, 32)",0,1,0,1
"(22, 32)",1,0,1,0
"(23, 32)",0,0,0,1
"(24, 32)",0,1,1,1
"(25, 32)",0,0,1,1
"(26, 32)",0,0,1,1
"(27, 32)",1,0,1,0
"(28, 32)",1,1,0,0
"(29, 32)",0,1,0,1
"(30, 32)",0,1,1,0
"(31, 32)",0,1,0,0
"(32, 32)",0,1,0,1
"(33, 32)",0,0,1,1
"(34, 32)",0,0,1,1
"(35, 32)",1,0,1,0
"(36, 32)",0,0,0,1
"(37, 32)",0,1,1,0
"(38, 32)",0,1,0,1
"(39, 32)",1,1,1,0
"(40, 32)",1,1,0,0
"(41, 32)",1,1,0,0
"(42, 32)",1,1,0,1
"(43, 32)",0,0,1,1
"(44, 32)",0,1,1,0
"(45, 32)",1,0,0,1
"(46, 32)",1,0,1,0
"(47, 32)",0,1,0,1
"(48, 32)",1,0,1,0
"(49, 32)",0,0,0,1
"(50, 32)",0,1,1,0
"(51, 32)",1,0,0,1
"(52, 32)",0,0,1,1
"(53, 32)",0,0,1,1
"(54, 32)",1,0,1,0
"(55, 32)",0,1,0,1
"(56, 32)",1,0,1,0
"(57, 32)",0,1,0,1
"(58, 32)",0,0,1,1
"(59, 32)",0,0,1,0
"(60, 32)",1,1,0,0
"(61, 32)",0,1,0,1
"(62, 32)",1,0,1,0
"(63, 32)",1,1,0,0
"(64, 32)",1,0,0,1
"(65, 32)",0,0,1,1
"(66, 32)",0,0,1,1
"(67, 32)",0,1,1,0
"(68, 32)",0,1,0,1
"(69, 32)",1,1,1,0
"(70, 32)",1,1,0,0
"(71, 32)",0,0,0,1
"(72, 32)",1,0,1,1
"(73, 32)",0,0,1,1
"(74, 32)",1,0,1,0
"(75, 32)",0,1,0,1
"(76, 32)",1,0,1,0
"(77, 32)",0,1,0,1
"(78, 32)",0,0,1,1
"(79, 32)",0,0,1,1
"(80, 32)",1,0,1,1
"(81, 32)",0,0,1,0
"(82, 32)",1,1,0,0
"(83, 32)",1,1,0,0
"(84, 32)",1,0,0,1
"(85, 32)",1,1,1,0
"(86, 32)",0,1,0,1
"(87, 32)",1,0,1,0
"(88, 32)",0,0,0,1
"(89, 32)",0,1,1,1
"(90, 32)",1,0,1,0
"(91, 32)",1,1,0,0
"(92, 32)",1,1,0,0
"(93, 32)",1,1,0,1
"(94, 32)",0,0,1,1
"(95, 32)",1,0,1,0
"(96, 32)",1,0,0,0
"(97, 32)",1,1,0,0
"(98, 32)",1,0,0,1
"(99, 32)",1,0,1,0
"(100, 32)",1,1,0,0
"(101, 32)",1,1,0,0
"(102, 32)",1,1,0,0
"(103, 32)",0,1,0,1
"(104, 32)",0,0,1,1
"(105, 32)",1,1,1,0
"(106, 32)",0,1,0,1
"(107, 32)",1,0,1,0
"(108, 32)",0,0,0,1
"(109, 32)",0,0,1,1
"(110, 32)",0,1,1,0
"(111, 32)",1,0,0,1
"(112, 32)",1,0,1,0
"(113, 32)",0,1,0,1
"(114, 32)",1,0,1,0
"(115, 32)",1,1,0,0
"(116, 32)",1,1,0,0
"(117, 32)",0,1,0,0
"(118, 32)",0,1,0,1
"(119, 32)",0,0,1,1
"(120, 32)",1,0,1,0
"(121, 32)",1,1,0,1
"(122, 32)",1,0,1,0
"(123, 32)",1,0,0,1
"(124, 32)",0,1,1,0
"(125, 32)",0,1,0,1
"(126, 32)",0,1,1,1
"(127, 32)",0,0,1,1
"(128, 32)",0,0,1,1
"(129, 32)",0,0,1,1
"(130, 32)",0,1,1,0
"(131, 32)",1,1,0,0
"(132, 32)",0,1,0,1
"(133, 32)",0,0,1,1
"(134, 32)",0,0,1,1
"(135, 32)",1,0,1,1
"(136, 32)",0,0,1,0
"(137, 32)",1,1,0,0
"(138, 32)",1,1,0,0
"(139, 32)",1,1,0,0
"(140, 32)",1,0,0,1
"(141, 32)",0,1,1,1
"(142, 32)",1,0,1,0
"(143, 32)",0,1,0,1
"(144, 32)",1,0,1,0
"(145, 32)",0,0,0,1
"(146, 32)",1,1,1,0
"(147, 32)",1,0,0,1
"(148, 32)",0,1,1,0
"(149, 32)",1,1,0,1
"(150, 32)",0,0,1,0
"(151, 32)",0,1,0,1
"(152, 32)",1,0,1,0
"(153, 32)",1,0,0,1
"(154, 32)",0,0,1,1
"(155, 32)",0,0,1,1
"(156, 32)",0,1,1,0
"(157, 32)",1,0,0,1
"(158, 32)",1,0,1,0
"(159, 32)",0,1,0,1
"(160, 32)",1,0,1,0
"(161, 32)",0,1,0,1
"(162, 32)",1,0,1,0
"(163, 32)",1,1,0,0
"(164, 32)",1,1,0,0
"(165, 32)",1,1,0,0
"(166, 32)",0,1,0,1
"(167, 32)",1,0,1,0
"(168, 32)",1,0,0,1
"(169, 32)",0,0,1,1
"(170, 32)",0,0,1,1
"(171, 32)",1,0,1,0
"(172, 32)",0,1,0,1
"(173, 32)",1,0,1,0
"(174, 32)",1,1,0,0
"(175, 32)",0,1,0,1
"(176, 32)",1,0,1,0
"(177, 32)",1,1,0,0
"(178, 32)",0,0,0,1
"(179, 32)",1,0,1,1
"(180, 32)",1,0,1,1
