  cell  ,E,W,N,S
"(101, 38)",1,1,0,0
"(102, 38)",0,1,0,0
"(103, 38)",1,1,0,0
"(104, 38)",1,0,0,1
"(105, 38)",0,0,1,1
"(106, 38)",1,0,1,0
"(107, 38)",0,1,0,1
"(108, 38)",0,1,1,0
"(109, 38)",0,1,0,1
"(110, 38)",0,1,1,0
"(111, 38)",0,1,0,1
"(112, 38)",0,0,1,1
"(113, 38)",0,1,1,0
"(114, 38)",1,1,0,0
"(115, 38)",1,1,0,0
"(116, 38)",0,0,0,1
"(117, 38)",1,1,1,0
"(118, 38)",1,1,0,0
"(119, 38)",1,0,0,1
"(120, 38)",0,0,1,1
"(121, 38)",0,1,1,0
"(122, 38)",0,1,0,1
"(123, 38)",1,0,1,0
"(124, 38)",0,1,0,1
"(125, 38)",0,0,1,1
"(126, 38)",0,1,1,0
"(127, 38)",1,1,0,1
"(128, 38)",0,1,1,0
"(129, 38)",1,0,0,1
"(130, 38)",0,1,1,0
"(131, 38)",1,1,0,0
"(132, 38)",1,1,0,0
"(133, 38)",1,1,0,0
"(134, 38)",0,1,0,0
"(135, 38)",0,1,0,1
"(136, 38)",0,0,1,1
"(137, 38)",0,1,1,1
"(138, 38)",0,0,1,1
"(139, 38)",1,0,1,1
"(140, 38)",0,1,1,0
"(141, 38)",0,1,0,0
"(142, 38)",1,0,0,1
"(143, 38)",0,1,1,1
"(144, 38)",0,0,1,0
"(145, 38)",0,1,0,1
"(146, 38)",1,0,1,0
"(147, 38)",1,1,0,0
"(148, 38)",1,0,0,1
"(149, 38)",1,0,1,0
"(150, 38)",0,0,0,1
"(151, 38)",1,1,1,0
"(152, 38)",1,1,0,0
"(153, 38)",1,1,0,0
"(154, 38)",1,1,0,0
"(155, 38)",0,0,0,1
"(156, 38)",1,0,1,1
"(157, 38)",0,0,1,0
"(158, 38)",0,1,0,1
"(159, 38)",0,1,1,0
"(160, 38)",1,1,0,0
"(161, 38)",0,0,0,1
"(162, 38)",1,0,1,1
"(163, 38)",0,0,1,1
"(164, 38)",1,0,1,0
"(165, 38)",1,0,0,1
"(166, 38)",0,0,1,1
"(167, 38)",0,1,1,1
"(168, 38)",0,1,1,1
"(169, 38)",0,0,1,1
"(170, 38)",0,0,1,1
"(171, 38)",0,0,1,0
"(172, 38)",1,1,0,0
"(173, 38)",1,1,0,0
"(174, 38)",0,1,0,1
"(175, 38)",1,0,1,1
"(176, 38)",0,0,1,1
"(177, 38)",0,0,1,1
"(178, 38)",0,1,1,0
"(179, 38)",1,1,0,0
"(180, 38)",1,1,0,0
"(181, 38)",0,1,0,1
"(182, 38)",1,0,1,0
"(183, 38)",0,1,0,1
"(184, 38)",0,1,1,0
"(185, 38)",1,0,0,0
"(186, 38)",0,1,0,1
"(187, 38)",0,1,1,0
"(188, 38)",0,0,0,1
"(189, 38)",1,1,1,0
"(190, 38)",0,1,0,1
"(191, 38)",0,0,1,1
"(192, 38)",0,0,1,1
"(193, 38)",0,0,1,1
"(194, 38)",0,1,1,0
"(195, 38)",1,1,0,0
"(196, 38)",0,1,0,1
"(197, 38)",1,0,1,0
"(198, 38)",1,1,0,0
"(199, 38)",0,1,0,0
"(200, 38)",1,1,0,0
"(1, 39)",0,1,0,0
"(2, 39)",0,1,0,1
"(3, 39)",1,0,1,0
"(4, 39)",1,1,0,0
"(5, 39)",0,1,0,1
"(6, 39)",0,0,1,1
"(7, 39)",0,1,1,1
"(8, 39)",0,0,1,0
"(9, 39)",1,1,0,0
"(10, 39)",1,1,0,0
"(11, 39)",1,0,0,1
"(12, 39)",1,1,1,0
"(13, 39)",1,1,0,0
"(14, 39)",1,1,0,0
"(15, 39)",0,1,0,0
"(16, 39)",0,1,0,1
"(17, 39)",0,0,1,1
"(18, 39)",0,1,1,1
"(19, 39)",1,0,1,0
"(20, 39)",1,1,0,0
"(21, 39)",1,0,0,1
"(22, 39)",0,1,1,0
"(23, 39)",1,0,0,1
"(24, 39)",0,1,1,1
"(25, 39)",1,0,1,0
"(26, 39)",1,0,0,1
"(27, 39)",1,0,1,0
"(28, 39)",1,0,0,1
"(29, 39)",0,0,1,1
"(30, 39)",1,0,1,1
"(31, 39)",1,1,1,0
"(32, 39)",0,1,0,1
"(33, 39)",0,1,1,0
"(34, 39)",0,1,0,0
"(35, 39)",1,1,0,0
"(36, 39)",1,1,0,0
"(37, 39)",1,0,0,1
"(38, 39)",0,0,1,1
"(39, 39)",0,1,1,1
"(40, 39)",0,1,1,0
"(41, 39)",0,1,0,1
"(42, 39)",1,0,1,0
"(43, 39)",0,1,0,1
"(44, 39)",0,0,1,1
"(45, 39)",1,0,1,0
"(46, 39)",0,0,0,1
"(47, 39)",1,0,1,0
"(48, 39)",1,1,0,0
"(49, 39)",1,0,0,1
"(50, 39)",1,0,1,0
"(51, 39)",1,1,0,1
"(52, 39)",0,0,1,0
"(53, 39)",0,1,0,1
"(54, 39)",0,1,1,1
"(55, 39)",0,1,1,0
"(56, 39)",1,0,0,1
"(57, 39)",0,0,1,1
"(58, 39)",0,1,1,0
"(59, 39)",1,0,0,1
"(60, 39)",1,0,1,0
"(61, 39)",0,1,0,1
"(62, 39)",0,1,1,0
"(63, 39)",1,0,0,1
"(64, 39)",0,1,1,0
"(65, 39)",1,0,0,1
"(66, 39)",1,0,1,0
"(67, 39)",1,0,0,1
"(68, 39)",0,0,1,1
"(69, 39)",0,0,1,1
"(70, 39)",0,0,1,1
"(71, 39)",0,0,1,1
"(72, 39)",0,0,1,1
"(73, 39)",0,1,1,0
"(74, 39)",1,1,0,0
"(75, 39)",0,1,0,0
"(76, 39)",1,1,0,0
"(77, 39)",1,0,0,1
"(78, 39)",0,1,1,0
"(79, 39)",0,1,0,1
"(80, 39)",0,1,1,0
"(81, 39)",0,1,0,1
"(82, 39)",1,0,1,1
"(83, 39)",1,0,1,0
"(84, 39)",1,1,0,0
"(85, 39)",1,1,0,0
"(86, 39)",0,1,0,1
"(87, 39)",0,0,1,1
"(88, 39)",1,0,1,0
"(89, 39)",0,1,0,1
"(90, 39)",0,1,1,0
"(91, 39)",0,1,0,1
"(92, 39)",0,1,1,0
"(93, 39)",1,1,0,0
"(94, 39)",1,1,0,0
"(95, 39)",0,1,0,0
"(96, 39)",0,1,0,1
"(97, 39)",1,0,1,1
"(98, 39)",0,0,1,0
"(99, 39)",1,0,0,1
"(100, 39)",1,0,1,0
"(101, 39)",1,1,0,0
"(102, 39)",1,0,0,1
"(103, 39)",1,1,1,0
"(104, 39)",0,1,0,1
"(105, 39)",1,0,1,0
"(106, 39)",0,1,0,1
"(107, 39)",1,0,1,0
"(108, 39)",1,0,0,1
"(109, 39)",0,0,1,1
"(110, 39)",1,0,1,1
"(111, 39)",1,0,1,0
"(112, 39)",1,0,0,1
"(113, 39)",1,0,1,0
"(114, 39)",1,1,0,0
"(115, 39)",0,1,0,1
"(116, 39)",1,0,1,0
"(117, 39)",1,1,0,0
"(118, 39)",0,1,0,1
"(119, 39)",0,1,1,0
"(120, 39)",1,0,0,1
"(121, 39)",0,0,1,1
"(122, 39)",0,0,1,1
"(123, 39)",0,1,1,1
"(124, 39)",1,0,1,0
"(125, 39)",1,0,0,0
"(126, 39)",1,0,0,1
"(127, 39)",0,1,1,0
"(128, 39)",1,0,0,1
"(129, 39)",0,1,1,0
"(130, 39)",1,0,0,0
"(131, 39)",0,1,0,1
"(132, 39)",1,1,1,0
"(133, 39)",0,1,0,1
"(134, 39)",0,0,1,1
"(135, 39)",0,0,1,1
"(136, 39)",0,0,1,1
"(137, 39)",0,0,1,1
"(138, 39)",1,0,1,0
"(139, 39)",0,1,0,0
"(140, 39)",1,0,0,1
"(141, 39)",1,0,1,0
"(142, 39)",1,1,0,1
"(143, 39)",0,0,1,1
"(144, 39)",0,0,1,1
"(145, 39)",1,0,1,0
"(146, 39)",1,1,0,0
"(147, 39)",0,1,0,1
"(148, 39)",0,1,1,0
"(149, 39)",0,1,0,1
"(150, 39)",1,0,1,0
"(151, 39)",0,1,0,0
"(152, 39)",0,1,0,1
"(153, 39)",0,1,1,0
"(154, 39)",0,1,0,1
"(155, 39)",1,0,1,0
"(156, 39)",0,1,0,1
"(157, 39)",0,0,1,1
"(158, 39)",0,0,1,1
"(159, 39)",1,0,1,0
"(160, 39)",0,1,0,1
"(161, 39)",1,0,1,0
"(162, 39)",0,1,0,1
"(163, 39)",1,0,1,0
"(164, 39)",0,1,0,0
"(165, 39)",1,1,0,0
"(166, 39)",1,0,0,1
"(167, 39)",0,0,1,1
"(168, 39)",0,0,1,1
"(169, 39)",0,0,1,1
"(170, 39)",0,0,1,1
"(171, 39)",0,0,1,1
"(172, 39)",0,1,1,0
"(173, 39)",0,1,0,1
"(174, 39)",0,0,1,1
"(175, 39)",0,1,1,0
"(176, 39)",1,0,0,1
"(177, 39)",1,0,1,0
"(178, 39)",1,0,0,1
"(179, 39)",0,1,1,0
"(180, 39)",0,1,0,1
"(181, 39)",1,0,1,0
"(182, 39)",1,1,0,0
"(183, 39)",0,0,0,1
"(184, 39)",1,0,1,1
"(185, 39)",0,1,1,1
"(186, 39)",0,0,1,1
"(187, 39)",0,0,1,1
"(188, 39)",0,0,1,1
"(189, 39)",0,1,1,1
"(190, 39)",1,0,1,0
"(191, 39)",1,0,0,1
"(192, 39)",1,0,1,0
"(193, 39)",1,0,0,1
"(194, 39)",0,0,1,1
"(195, 39)",0,1,1,0
"(196, 39)",0,0,0,1
"(197, 39)",0,1,1,0
"(198, 39)",1,1,0,0
"(199, 39)",1,0,0,1
"(200, 39)",0,1,1,0
"(1, 40)",1,0,0,1
"(2, 40)",0,0,1,1
"(3, 40)",0,1,1,0
"(4, 40)",0,1,0,1
"(5, 40)",0,0,1,1
"(6, 40)",1,0,1,0
"(7, 40)",1,0,0,0
"(8, 40)",1,0,0,1
"(9, 40)",0,1,1,0
"(10, 40)",1,1,0,0
"(11, 40)",1,1,0,0
"(12, 40)",0,1,0,1
"(13, 40)",0,1,1,0
"(14, 40)",0,1,0,1
"(15, 40)",0,0,1,1
"(16, 40)",1,0,1,1
"(17, 40)",0,0,1,1
"(18, 40)",1,0,1,0
"(19, 40)",1,1,0,0
"(20, 40)",0,1,0,0
"(21, 40)",0,1,0,1
"(22, 40)",1,0,1,0
"(23, 40)",0,1,0,1
"(24, 40)",0,0,1,0
"(25, 40)",0,1,0,1
"(26, 40)",0,1,1,0
"(27, 40)",1,1,0,0
"(28, 40)",1,1,0,0
"(29, 40)",1,0,0,1
"(30, 40)",0,1,1,0
"(31, 40)",0,1,0,0
"(32, 40)",1,0,0,1
"(33, 40)",1,0,1,0
"(34, 40)",1,0,0,1
"(35, 40)",0,1,1,0
"(36, 40)",1,1,0,0
"(37, 40)",0,1,0,0
"(38, 40)",1,0,0,1
"(39, 40)",0,0,1,1
"(40, 40)",0,0,1,1
"(41, 40)",1,0,1,0
"(42, 40)",0,1,0,1
"(43, 40)",0,0,1,1
"(44, 40)",1,0,1,0
"(45, 40)",1,1,0,1
"(46, 40)",1,0,1,0
"(47, 40)",1,1,0,0
"(48, 40)",1,1,0,0
"(49, 40)",1,1,0,0
"(50, 40)",1,1,0,0
"(51, 40)",0,1,0,0
"(52, 40)",1,0,0,1
"(53, 40)",0,0,1,1
"(54, 40)",1,0,1,0
"(55, 40)",1,0,0,1
"(56, 40)",0,1,1,0
"(57, 40)",1,0,0,1
"(58, 40)",1,0,1,0
"(59, 40)",1,1,0,0
"(60, 40)",1,1,0,1
"(61, 40)",0,0,1,1
"(62, 40)",0,0,1,1
"(63, 40)",0,1,1,0
"(64, 40)",1,0,0,1
"(65, 40)",0,1,1,0
"(66, 40)",1,1,0,0
"(67, 40)",0,1,0,1
"(68, 40)",1,0,1,0
"(69, 40)",1,0,0,1
"(70, 40)",0,0,1,1
"(71, 40)",1,0,1,1
"(72, 40)",1,0,1,0
"(73, 40)",1,0,0,0
"(74, 40)",0,1,0,1
"(75, 40)",1,0,1,0
"(76, 40)",1,1,0,0
"(77, 40)",1,1,0,0
"(78, 40)",1,0,0,1
"(79, 40)",0,0,1,1
"(80, 40)",0,0,1,1
"(81, 40)",1,0,1,0
"(82, 40)",0,1,0,0
"(83, 40)",1,1,0,0
"(84, 40)",1,1,0,0
"(85, 40)",1,1,0,0
"(86, 40)",1,0,0,0
"(87, 40)",1,0,0,1
"(88, 40)",0,1,1,0
"(89, 40)",1,0,0,1
"(90, 40)",0,0,1,1
"(91, 40)",0,0,1,1
"(92, 40)",1,0,1,0
"(93, 40)",1,1,0,0
"(94, 40)",1,1,0,1
"(95, 40)",0,0,1,1
"(96, 40)",0,0,1,1
"(97, 40)",0,1,1,0
"(98, 40)",1,0,0,1
"(99, 40)",0,1,1,0
"(100, 40)",0,1,0,1
"(101, 40)",0,1,1,0
"(102, 40)",1,1,0,0
"(103, 40)",0,1,0,1
"(104, 40)",0,0,1,0
"(105, 40)",0,1,0,1
"(106, 40)",1,0,1,0
"(107, 40)",1,1,0,0
"(108, 40)",0,1,0,1
"(109, 40)",1,0,1,0
"(110, 40)",1,1,0,0
"(111, 40)",0,1,0,1
"(112, 40)",0,1,1,0
"(113, 40)",1,1,0,0
"(114, 40)",0,1,0,1
"(115, 40)",0,0,1,1
"(116, 40)",1,1,1,0
"(117, 40)",0,1,0,1
"(118, 40)",0,0,1,1
"(119, 40)",0,0,1,0
"(120, 40)",1,1,0,0
"(121, 40)",1,0,0,0
"(122, 40)",1,0,0,1
"(123, 40)",0,0,1,1
"(124, 40)",0,1,1,1
"(125, 40)",0,1,1,0
"(126, 40)",0,1,0,1
"(127, 40)",1,0,1,0
"(128, 40)",0,1,0,1
"(129, 40)",1,0,1,0
"(130, 40)",0,1,0,1
"(131, 40)",1,0,1,1
"(132, 40)",0,1,1,0
"(133, 40)",0,0,0,1
"(134, 40)",0,0,1,1
"(135, 40)",0,0,1,1
"(136, 40)",1,0,1,0
"(137, 40)",1,0,0,1
"(138, 40)",0,1,1,0
"(139, 40)",1,0,0,1
"(140, 40)",0,1,1,0
"(141, 40)",1,1,0,0
"(142, 40)",0,1,0,1
"(143, 40)",0,0,1,1
"(144, 40)",0,0,1,0
"(145, 40)",0,1,0,1
"(146, 40)",0,1,1,1
"(147, 40)",0,0,1,1
"(148, 40)",1,0,1,0
"(149, 40)",1,0,0,1
"(150, 40)",0,1,1,0
"(151, 40)",1,0,0,1
"(152, 40)",0,0,1,1
"(153, 40)",0,0,1,1
"(154, 40)",1,0,1,0
"(155, 40)",0,1,0,1
"(156, 40)",0,0,1,1
"(157, 40)",0,0,1,1
"(158, 40)",0,0,1,1
"(159, 40)",1,1,1,0
"(160, 40)",1,0,0,0
"(161, 40)",0,1,0,1
"(162, 40)",1,0,1,0
"(163, 40)",0,1,0,1
"(164, 40)",0,0,1,1
"(165, 40)",0,1,1,0
"(166, 40)",0,1,0,1
"(167, 40)",0,0,1,1
"(168, 40)",0,0,1,1
"(169, 40)",1,0,1,0
"(170, 40)",1,0,0,1
"(171, 40)",1,0,1,1
"(172, 40)",1,0,1,0
"(173, 40)",1,0,0,1
"(174, 40)",0,0,1,1
"(175, 40)",0,0,1,1
"(176, 40)",0,1,1,0
"(177, 40)",1,1,0,0
"(178, 40)",1,1,0,1
"(179, 40)",1,0,1,1
"(180, 40)",0,0,1,0
"(181, 40)",1,1,0,0
"(182, 40)",0,1,0,1
"(183, 40)",0,0,1,1
"(184, 40)",0,1,1,0
"(185, 40)",0,0,0,1
"(186, 40)",1,0,1,0
"(187, 40)",1,0,0,1
"(188, 40)",0,0,1,1
"(189, 40)",1,0,1,0
"(190, 40)",1,1,0,0
"(191, 40)",1,1,0,0
"(192, 40)",0,1,0,0
"(193, 40)",0,1,0,1
"(194, 40)",0,0,1,1
"(195, 40)",0,0,1,1
"(196, 40)",0,0,1,1
"(197, 40)",1,0,1,0
"(198, 40)",1,1,0,0
"(199, 40)",0,1,0,1
"(200, 40)",1,0,1,0
"(1, 41)",1,1,0,0
"(2, 41)",1,0,0,1
"(3, 41)",0,0,1,1
"(4, 41)",0,0,1,1
"(5, 41)",1,0,1,0
"(6, 41)",0,1,0,1
"(7, 41)",1,1,1,0
"(8, 41)",0,1,0,1
"(9, 41)",1,0,1,0
"(10, 41)",1,1,0,0
"(11, 41)",1,1,0,1
"(12, 41)",0,0,1,1
"(13, 41)",0,0,1,0
"(14, 41)",1,0,0,1
"(15, 41)",1,0,1,0
"(16, 41)",1,1,0,0
"(17, 41)",1,0,0,1
"(18, 41)",0,1,1,0
"(19, 41)",0,1,0,1
"(20, 41)",0,0,1,1
"(21, 41)",1,0,1,0
"(22, 41)",1,1,0,0
"(23, 41)",1,0,0,1
"(24, 41)",1,0,1,1
"(25, 41)",0,0,1,1
"(26, 41)",0,0,1,1
"(27, 41)",0,1,1,0
"(28, 41)",1,1,0,0
"(29, 41)",0,1,0,1
"(30, 41)",0,0,1,1
"(31, 41)",1,0,1,0
"(32, 41)",1,1,0,0
"(33, 41)",1,1,0,0
"(34, 41)",0,1,0,1
"(35, 41)",1,0,1,0
"(36, 41)",0,1,0,1
"(37, 41)",0,0,1,1
"(38, 41)",0,1,1,0
"(39, 41)",1,0,0,1
"(40, 41)",0,0,1,0
"(41, 41)",0,1,0,1
"(42, 41)",1,0,1,1
"(43, 41)",0,0,1,0
"(44, 41)",1,1,0,0
"(45, 41)",1,1,0,0
"(46, 41)",1,1,0,0
"(47, 41)",0,1,0,1
"(48, 41)",0,1,1,1
"(49, 41)",0,1,1,0
"(50, 41)",1,1,0,0
"(51, 41)",1,0,0,1
"(52, 41)",0,1,1,0
"(53, 41)",1,0,0,0
"(54, 41)",1,1,0,0
"(55, 41)",1,1,0,0
"(56, 41)",1,0,0,1
"(57, 41)",0,1,1,0
"(58, 41)",0,1,0,1
"(59, 41)",0,1,1,0
"(60, 41)",1,1,0,0
"(61, 41)",1,0,0,1
"(62, 41)",0,0,1,1
"(63, 41)",0,0,1,1
"(64, 41)",0,1,1,0
"(65, 41)",1,0,0,0
"(66, 41)",0,1,0,1
"(67, 41)",1,0,1,0
"(68, 41)",1,1,0,0
"(69, 41)",1,1,0,0
"(70, 41)",1,0,0,0
"(71, 41)",1,1,0,0
"(72, 41)",1,1,0,0
"(73, 41)",0,1,0,1
"(74, 41)",1,0,1,0
"(75, 41)",1,1,0,0
"(76, 41)",1,1,0,0
"(77, 41)",0,1,0,0
"(78, 41)",1,1,0,0
"(79, 41)",1,0,0,1
"(80, 41)",1,0,1,0
"(81, 41)",0,1,0,1
"(82, 41)",1,0,1,0
"(83, 41)",1,1,0,0
"(84, 41)",1,1,0,0
"(85, 41)",1,1,0,0
"(86, 41)",0,1,0,1
"(87, 41)",0,1,1,1
"(88, 41)",0,0,1,0
"(89, 41)",1,1,0,0
"(90, 41)",0,0,0,1
"(91, 41)",1,0,1,0
"(92, 41)",0,1,0,1
"(93, 41)",0,1,1,0
"(94, 41)",1,1,0,0
"(95, 41)",1,0,0,1
"(96, 41)",1,0,1,0
"(97, 41)",1,0,0,1
"(98, 41)",0,1,1,0
"(99, 41)",1,0,0,1
"(100, 41)",1,0,1,0
"(101, 41)",1,0,0,1
"(102, 41)",0,1,1,1
"(103, 41)",0,0,1,1
"(104, 41)",1,0,1,0
"(105, 41)",1,0,0,1
"(106, 41)",0,1,1,0
"(107, 41)",1,1,0,0
"(108, 41)",1,0,0,1
"(109, 41)",0,1,1,0
"(110, 41)",0,1,0,1
"(111, 41)",1,0,1,0
"(112, 41)",1,0,0,0
"(113, 41)",1,1,0,0
"(114, 41)",1,0,0,0
"(115, 41)",1,0,0,1
"(116, 41)",0,1,1,0
"(117, 41)",1,0,0,1
"(118, 41)",0,0,1,1
"(119, 41)",1,0,1,1
"(120, 41)",0,1,1,0
"(121, 41)",0,1,0,1
"(122, 41)",0,1,1,1
"(123, 41)",0,0,1,1
"(124, 41)",0,0,1,1
"(125, 41)",1,0,1,1
"(126, 41)",0,0,1,0
"(127, 41)",1,1,0,0
"(128, 41)",1,0,0,0
"(129, 41)",0,1,0,1
"(130, 41)",1,0,1,0
"(131, 41)",0,1,0,1
"(132, 41)",0,0,1,1
"(133, 41)",0,0,1,1
"(134, 41)",0,0,1,1
"(135, 41)",0,0,1,1
"(136, 41)",1,1,1,0
"(137, 41)",0,1,0,1
"(138, 41)",1,0,1,0
"(139, 41)",1,1,0,0
"(140, 41)",1,0,0,0
"(141, 41)",0,1,0,1
"(142, 41)",1,0,1,0
"(143, 41)",1,0,0,1
"(144, 41)",1,0,1,0
"(145, 41)",1,0,0,1
"(146, 41)",0,0,1,1
"(147, 41)",1,0,1,0
"(148, 41)",0,1,0,0
"(149, 41)",0,1,0,1
"(150, 41)",1,0,1,0
"(151, 41)",0,1,0,1
"(152, 41)",0,0,1,1
"(153, 41)",1,0,1,0
"(154, 41)",0,1,0,1
"(155, 41)",0,0,1,1
"(156, 41)",1,0,1,1
"(157, 41)",1,0,1,0
"(158, 41)",1,0,0,0
"(159, 41)",1,1,0,0
"(160, 41)",1,1,0,1
"(161, 41)",1,0,1,0
"(162, 41)",0,1,0,1
"(163, 41)",0,0,1,1
"(164, 41)",0,0,1,1
"(165, 41)",1,0,1,1
"(166, 41)",0,0,1,1
"(167, 41)",0,0,1,0
"(168, 41)",1,0,0,1
"(169, 41)",0,1,1,0
"(170, 41)",1,1,0,0
"(171, 41)",1,1,0,0
"(172, 41)",1,1,0,0
"(173, 41)",1,1,0,0
"(174, 41)",1,0,0,1
"(175, 41)",1,0,1,1
"(176, 41)",0,0,1,0
"(177, 41)",1,1,0,0
"(178, 41)",0,1,0,0
"(179, 41)",1,1,0,0
"(180, 41)",1,0,0,1
"(181, 41)",0,1,1,0
"(182, 41)",0,0,0,1
"(183, 41)",1,0,1,1
"(184, 41)",1,0,1,0
"(185, 41)",1,0,0,1
"(186, 41)",1,1,1,0
"(187, 41)",0,1,0,1
"(188, 41)",1,0,1,0
"(189, 41)",0,1,0,1
"(190, 41)",0,1,1,0
"(191, 41)",1,1,0,1
"(192, 41)",0,0,1,1
"(193, 41)",1,0,1,0
"(194, 41)",1,0,0,1
"(195, 41)",1,0,1,1
"(196, 41)",0,0,1,0
"(197, 41)",0,1,0,1
"(198, 41)",0,1,1,0
"(199, 41)",1,0,0,1
"(200, 41)",1,1,1,0
"(1, 42)",1,1,0,0
"(2, 42)",1,1,0,0
"(3, 42)",0,0,0,1
"(4, 42)",1,0,1,1
"(5, 42)",0,1,1,0
"(6, 42)",1,0,0,1
"(7, 42)",0,1,1,0
"(8, 42)",1,0,0,0
"(9, 42)",0,1,0,1
"(10, 42)",0,1,1,0
"(11, 42)",0,1,0,0
"(12, 42)",1,0,0,1
"(13, 42)",0,0,1,1
"(14, 42)",0,1,1,0
"(15, 42)",1,1,0,0
"(16, 42)",0,1,0,0
"(17, 42)",1,1,0,1
"(18, 42)",1,0,1,0
"(19, 42)",0,0,0,1
"(20, 42)",0,0,1,1
"(21, 42)",1,1,1,0
"(22, 42)",1,1,0,0
"(23, 42)",1,1,0,0
"(24, 42)",0,1,0,0
"(25, 42)",1,0,0,1
"(26, 42)",0,0,1,1
"(27, 42)",1,0,1,0
"(28, 42)",0,1,0,1
"(29, 42)",1,0,1,0
"(30, 42)",1,0,0,0
"(31, 42)",1,1,0,0
"(32, 42)",1,1,0,0
"(33, 42)",0,1,0,1
"(34, 42)",0,0,1,1
"(35, 42)",0,1,1,0
"(36, 42)",1,0,0,0
"(37, 42)",1,0,0,1
"(38, 42)",0,0,1,1
"(39, 42)",0,1,1,1
"(40, 42)",0,0,1,1
"(41, 42)",1,0,1,0
"(42, 42)",0,1,0,1
"(43, 42)",1,0,1,0
"(44, 42)",1,1,0,0
"(45, 42)",0,1,0,0
"(46, 42)",0,1,0,1
"(47, 42)",1,0,1,0
"(48, 42)",1,0,0,0
"(49, 42)",1,0,0,1
"(50, 42)",0,1,1,0
"(51, 42)",0,1,0,1
"(52, 42)",1,0,1,0
"(53, 42)",1,1,0,1
"(54, 42)",0,1,1,0
"(55, 42)",0,1,0,0
"(56, 42)",1,1,0,0
"(57, 42)",1,0,0,1
"(58, 42)",0,0,1,1
"(59, 42)",1,0,1,0
"(60, 42)",0,1,0,0
"(61, 42)",1,1,0,0
"(62, 42)",1,0,0,1
"(63, 42)",1,0,1,1
"(64, 42)",1,0,1,0
"(65, 42)",0,1,0,1
"(66, 42)",1,0,1,0
"(67, 42)",0,1,0,1
"(68, 42)",0,1,1,0
"(69, 42)",0,1,0,1
"(70, 42)",0,1,1,0
"(71, 42)",1,1,0,0
"(72, 42)",1,1,0,0
"(73, 42)",1,0,0,1
"(74, 42)",0,1,1,0
"(75, 42)",1,1,0,0
"(76, 42)",0,1,0,1
"(77, 42)",0,0,1,1
"(78, 42)",0,1,1,0
"(79, 42)",1,1,0,0
"(80, 42)",0,1,0,0
"(81, 42)",1,0,0,1
"(82, 42)",0,1,1,0
"(83, 42)",1,1,0,0
"(84, 42)",1,1,0,0
"(85, 42)",0,1,0,1
"(86, 42)",0,0,1,1
"(87, 42)",0,0,1,1
"(88, 42)",1,0,1,0
"(89, 42)",0,1,0,1
"(90, 42)",0,0,1,1
"(91, 42)",1,1,1,0
"(92, 42)",0,0,0,1
"(93, 42)",1,0,1,0
"(94, 42)",1,1,0,0
"(95, 42)",1,1,0,0
"(96, 42)",0,1,0,0
"(97, 42)",0,1,0,1
"(98, 42)",1,0,1,0
"(99, 42)",0,1,0,0
"(100, 42)",0,1,0,1
"(101, 42)",0,1,1,1
"(102, 42)",0,0,1,1
"(103, 42)",0,0,1,0
"(104, 42)",0,1,0,1
"(105, 42)",0,1,1,1
"(106, 42)",0,0,1,0
"(107, 42)",0,1,0,1
"(108, 42)",0,1,1,1
"(109, 42)",0,0,1,1
"(110, 42)",1,0,1,0
"(111, 42)",1,1,0,0
"(112, 42)",0,1,0,1
"(113, 42)",0,1,1,1
"(114, 42)",0,1,1,0
"(115, 42)",1,1,0,0
"(116, 42)",1,0,0,0
"(117, 42)",0,1,0,1
"(118, 42)",1,0,1,0
"(119, 42)",1,1,0,0
"(120, 42)",1,0,0,1
"(121, 42)",0,0,1,1
"(122, 42)",0,0,1,1
"(123, 42)",0,0,1,1
"(124, 42)",1,0,1,0
"(125, 42)",1,1,0,0
"(126, 42)",1,0,0,1
"(127, 42)",0,1,1,0
"(128, 42)",1,1,0,1
"(129, 42)",1,0,1,0
"(130, 42)",0,1,0,1
"(131, 42)",1,0,1,0
"(132, 42)",1,0,0,1
"(133, 42)",0,0,1,1
"(134, 42)",1,0,1,0
"(135, 42)",0,0,0,1
"(136, 42)",0,1,1,1
"(137, 42)",0,0,1,0
"(138, 42)",0,1,0,1
"(139, 42)",0,1,1,0
"(140, 42)",1,1,0,1
"(141, 42)",0,0,1,0
"(142, 42)",0,1,0,1
"(143, 42)",0,1,1,0
"(144, 42)",0,1,0,1
"(145, 42)",0,1,1,0
"(146, 42)",1,0,0,0
"(147, 42)",0,1,0,1
"(148, 42)",1,0,1,0
"(149, 42)",1,0,0,1
"(150, 42)",0,1,1,0
"(151, 42)",1,0,0,1
"(152, 42)",0,0,1,1
"(153, 42)",0,1,1,0
"(154, 42)",1,0,0,0
"(155, 42)",1,0,0,1
"(156, 42)",0,1,1,0
"(157, 42)",1,1,0,1
"(158, 42)",0,1,1,0
"(159, 42)",1,1,0,0
"(160, 42)",1,1,0,0
"(161, 42)",1,1,0,1
"(162, 42)",0,0,1,1
"(163, 42)",1,0,1,0
"(164, 42)",1,0,0,0
"(165, 42)",1,1,0,0
"(166, 42)",1,0,0,1
"(167, 42)",1,0,1,0
"(168, 42)",1,1,0,0
"(169, 42)",0,0,0,1
"(170, 42)",0,1,1,0
"(171, 42)",1,1,0,0
"(172, 42)",0,1,0,1
"(173, 42)",0,1,1,0
"(174, 42)",0,1,0,0
